Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
8479823.0,4340305.0,4139517.0,9.4,9.4,10.0,25.90748,4.575705,4.188086,13.04824,5.34,430190979705.965,-0.978517544648099,1160642354.4706,5397697491.43927,8509.61158033605,34.58,66.2538035085394,78.6,83.8,101.210121154785,79.655403137207,97.6060104370117,None,2013,Austria
8429991.0,4319072.0,4110918.0,9.4,9.4,10.0,26.08007,4.675245,4.245793,12.69757,4.87,409401816050.531,-0.759728663257746,413444994.609375,5520993880.78125,8548.88219928111,34.37,67.3025067863473,78.4,83.6,100.599060058594,78.9389114379883,96.693717956543,None,2012,Austria
8391643.0,4303100.0,4088543.0,9.3,9.1,10.0,26.02556,4.937537,4.659704,12.49245,4.56,431685217367.514,1.32342101176575,1455567607.97667,6051859531.32301,8425.16775320399,31.64,69.1541833994512,78.3,83.8,99.7387008666992,78.4994506835938,96.7720184326172,None,2011,Austria
8363404.0,4290783.0,4072621.0,9.4,9.2,9.0,24.90809,5.213284,4.997642,11.50835,4.82,392275107258.677,1.89311047953737,3281413893.33342,4971410985.66679,8382.71115445338,31.15,70.2670570317288,77.8,83.5,99.7897796630859,75.623779296875,None,None,2010,Austria
8343323.0,4281722.0,4061602.0,9.2,9.3,9.0,24.96995,5.32227,5.205155,11.45176,5.3,401758735822.211,-5.33744221924816,-173929368.007812,4607440565.47656,7944.79609623168,31.31,69.8365077164139,77.6,83.2,100.202476501465,68.1126480102539,None,None,2009,Austria
8321496.0,4271832.0,4049665.0,9.3,9.0,9.0,26.23514,5.25225,5.235543,12.29529,4.13,432051935642.945,1.13325675383695,3603939200.625,5799100567.95312,8233.01483290985,29.68,71.5548631026855,77.7,83.3,100.725936889648,65.8869018554688,None,None,2008,Austria
8295487.0,4259257.0,4036230.0,9.2,9.0,9.0,27.32415,5.526842,5.619109,13.00789,4.86,389185571506.052,2.82485174736016,-392230814.823531,5512391588.45492,8207.47473897554,28.99,72.6297785377108,77.4,83.1,101.671249389648,63.047290802002,None,None,2007,Austria
8268641.0,4246451.0,4022191.0,9.4,9.0,9.0,28.16139,5.244477,5.287148,13.44027,5.24,336280064332.411,3.76564673306162,785377064.117646,4382366349.81176,8244.40195190479,26.64,74.6983342403424,77.1,82.8,101.559288024902,None,None,None,2006,Austria
8227829.0,4228220.0,3999610.0,9.5,9.1,9.0,27.57476,5.273784,5.28762,12.93099,5.63,316092273276.015,1.3744355625799,-669196157.509727,3980864935.3463,7977.68159741774,24.41,77.0304294299819,76.6,82.2,100.832618713379,None,None,None,2005,Austria
8171966.0,4203243.0,3968722.0,9.7,9.1,9.0,26.73334,4.901672,4.866558,13.33083,5.83,301457562038.541,2.24318028824601,-415338983.513515,4450943708.28959,7808.15779213961,23.17,77.699293658191,76.4,82.1,100.721321105957,None,98.7443008422852,None,2004,Austria
8121423.0,4180186.0,3941237.0,9.5,9.5,9.0,28.91936,5.503835,5.782916,13.11843,4.78,262273631180.054,0.682224562048404,-659353392.588234,3912943963.36078,7695.08003708217,22.56,78.1444293048315,75.9,81.5,100.463821411133,None,None,None,2003,Austria
8081957.0,4163296.0,3918661.0,9.7,9.4,9.0,28.85223,5.758681,6.086352,13.02547,4.85,214394866675.24,1.41940833615999,-1244280465.37255,3350508115.95295,7427.65644509121,24.68,77.3108741675121,75.8,81.7,101.251480102539,None,100.222198486328,None,2002,Austria
8042293.0,4147958.0,3894335.0,9.4,9.3,9.0,29.36528,5.804786,6.286312,13.87931,4.01,197508773215.323,0.342307976446349,-2700681277.40158,3299785780.97638,7333.23195262844,25.53,76.8963890335462,75.6,81.7,102.947471618652,None,None,None,2001,Austria
8011566.0,4136746.0,3874820.0,9.8,9.6,9.0,30.02457,6.050782,6.385463,14.24118,4.69,197289625479.906,2.97707720489684,-1718104063.68628,3249952420.73726,7076.26948339438,26.43,76.5352922346138,75.2,81.2,103.672317504883,None,None,None,2000,Austria
7992324.0,4130055.0,3862269.0,9.8,9.8,9.0,29.75755,6.232934,6.961636,14.06871,4.7,217259147049.954,1.79084839175867,-3442351348.99615,3741674664.38225,6972.18981612858,26.49,76.6073284458913,74.9,81.0,103.784851074219,None,100.874877929688,None,1999,Austria
7976789.0,4124523.0,3852266.0,10.2,9.8,9.0,29.56384,6.484995,7.236284,14.2917,5.48,218259904401.956,3.20564506113681,-1326700755.89151,3914150733.6594,6706.7086768874,24.46,78.5155637093458,74.5,81.0,103.630340576172,52.3962783813477,100.91771697998,None,1998,Austria
7968041.0,4121782.0,3846259.0,10.5,10.0,None,29.6424,6.892446,7.734937,14.65563,5.15,212790348404.555,1.4422031380961,-984665689.480212,4054684857.36836,6620.44786165131,24.92,78.4161240499479,74.1,80.7,102.826103210449,49.5670204162598,None,None,1997,Austria
7959017.0,4118420.0,3840597.0,11.2,10.2,None,30.29759,7.428285,8.584682,15.62737,5.28,237250948791.266,2.06825087201743,-133480634.260463,4703431245.12607,6607.2229774104,24.08,78.1981869435088,73.7,80.2,102.396911621094,47.490550994873,None,None,1996,Austria
7948278.0,4114132.0,3834145.0,11.2,10.2,None,32.10106,7.335633,8.193695,17.55713,4.34,241038283062.645,1.97763251502548,-926982393.885628,5203043537.60065,6344.39308740837,25.67,77.9827986809595,73.4,80.1,102.365043640137,44.9769515991211,None,None,1995,Austria
7936118.0,4110125.0,3825993.0,11.6,10.2,None,32.46305,7.196503,7.993467,17.22439,3.54,203535242741.838,1.94088414524805,-82385254.7885797,4826931694.97651,6205.80490360652,25.72,77.5857075750902,73.2,79.8,102.413078308105,42.2645988464355,None,None,1994,Austria
7905633.0,4098726.0,3806906.0,12.0,10.4,None,32.10167,6.901338,7.755786,16.65577,4.25,190379720809.18,-1.02831856879516,298005441.854963,4196808233.76316,6137.26946343196,26.39,77.0111424905957,72.8,79.5,103.311576843262,39.7693786621094,None,None,1993,Austria
7840709.0,4071050.0,3769660.0,12.2,10.6,None,32.52337,7.054431,7.909122,17.47076,3.59,195078126721.763,1.03839820900835,168946907.087403,4785919108.43977,6227.49804896471,26.17,77.2372111742877,72.5,79.3,103.909690856934,37.610710144043,None,None,1992,Austria
7754891.0,4033849.0,3721041.0,12.2,10.8,None,33.29113,7.364228,8.388185,17.95442,3.42,173794177961.108,2.13908027276271,486306423.099588,4885844431.34944,6347.22009632373,24.53,79.1270071565054,72.3,79.1,104.120552062988,34.6942901611328,None,None,1991,Austria
7677850.0,4002701.0,3675149.0,11.8,10.8,None,None,None,None,None,None,166463386179.354,3.21199344535235,1255878010.40784,5155570615.99903,6111.47652011957,25.17,79.1323454283578,72.3,79.0,105.301727294922,32.5364418029785,None,None,1990,Austria
7619567.0,3980843.0,3638724.0,11.6,10.9,None,None,None,None,None,None,133105805512.22,3.44250789345446,798636505.460218,4008554342.17369,5896.13556780851,None,76.5443492778046,71.9,78.8,105.555282592773,30.587589263916,None,None,1989,Austria
7585317.0,3969529.0,3615788.0,11.6,11.0,None,None,None,None,None,None,133339397080.129,4.15071572433807,360995207.84576,4064799955.42182,5716.83424700642,None,74.6931538340652,71.9,78.7,103.761619567871,29.3702602386475,None,None,1988,Austria
7574586.0,3969220.0,3605366.0,11.4,11.2,None,None,None,None,None,None,124168442533.74,1.82331274726172,-288996517.196343,3970277535.91641,5536.14415362107,None,79.5788581060508,71.5,78.2,100.932777404785,27.8172702789307,None,None,1987,Austria
7569794.0,3971607.0,3598187.0,11.5,11.5,None,None,None,None,None,None,99036164939.1618,2.60950169258469,-191731410.545291,3195860297.43128,5321.41297372161,None,79.7483965569474,71.0,77.8,99.1038589477539,26.7045402526855,None,None,1986,Austria
7564985.0,3973845.0,3591139.0,11.6,11.8,None,None,None,None,None,None,69386774408.0872,2.12515243299976,143300744.878957,2175389731.31152,5280.77715950527,None,81.0428122917776,70.4,77.4,96.6067199707031,25.5248603820801,None,None,1985,Austria
9208701.0,4968656.0,4240046.0,None,None,None,None,None,None,None,4.17,72793457588.4367,None,-2539368581.20959,5611259033.85318,None,None,None,None,None,None,None,None,None,2022,Belarus
9302585.0,5014609.0,4287977.0,9.283,16.544,9.0,32.55114,8.087514,6.61855,23.96332,3.9,69673747131.87,None,-2524939190.71957,4672910081.04622,None,None,None,67.298,77.697,94.1793212890625,82.2388534545898,93.6314697265625,None,2021,Belarus
9379952.0,5052036.0,4327916.0,9.47,16.553,9.0,32.1804,8.313313,6.733442,24.02164,4.05,61371755326.2351,-3.37060277089562,-2578727852.18737,4343379482.08192,None,8.39,None,67.306,77.866,95.3421401977539,86.5969314575195,98.5561828613281,None,2020,Belarus
9419758.0,5069468.0,4350290.0,9.3,12.8,9.0,32.05411,8.381658,6.817156,23.8384,4.16,64410112583.362,2.97628050722918,-1870174571.93623,4376648314.43665,None,7.81,None,69.3,79.4,98.4467315673828,87.7572402954102,108.761741638184,99.8728332519531,2019,Belarus
9438785.0,5077117.0,4361667.0,9.9,12.7,9.0,31.69148,8.73278,7.137962,23.41116,4.76,60031163987.191,4.43078563148885,-2144671244.47371,3956108673.15849,None,7.21,None,69.2,79.4,100.500213623047,87.4290924072266,104.61791229248,None,2018,Belarus
9458989.0,5086699.0,4372291.0,10.8,12.6,9.0,31.33206,9.101349,7.491034,23.12102,5.65,54725311690.0478,4.12091647880477,-2055537107.3956,4140572103.79461,None,7.28,None,69.3,79.2,101.965789794922,88.4514312744141,101.681007385254,None,2017,Belarus
9469379.0,5091613.0,4377765.0,12.4,12.6,9.0,31.01328,9.418374,7.784269,22.79172,5.84,47723549319.0842,-5.74821401789666,-2250243081.03866,3290672649.44385,None,6.72,None,68.9,79.0,101.077041625977,88.1845779418945,96.8677520751953,None,2016,Belarus
9461076.0,5087057.0,4374019.0,12.5,12.6,9.0,31.06538,9.695286,8.116618,22.70949,5.838,56454895054.6555,-4.47852828754759,-2392944111.37017,3547032612.20942,None,6.82,None,68.6,78.9,99.1497802734375,89.5671615600586,96.76220703125,None,2015,Belarus
9448515.0,5080019.0,4368497.0,12.5,12.8,9.0,31.21894,10.26367,8.742476,22.93371,5.996,78812785767.7483,3.13447058080459,-2364021683.07683,5756006456.31242,3690.1036829597,6.69,92.4403750165292,67.8,78.4,98.3041229248047,91.5001602172852,98.6679077148438,None,2014,Belarus
9443211.0,5076616.0,4366594.0,12.5,13.2,9.0,31.4875,10.82981,9.314657,23.19733,6.007,75527537703.1836,-0.149196422134423,-2652218779.11195,5142762387.94759,3657.12467930665,6.97,90.6720403103935,67.3,77.9,98.2072525024414,93.5432815551758,100.264938354492,None,2013,Belarus
9446836.0,5077517.0,4369319.0,12.2,13.4,9.0,31.79014,11.42006,9.933544,23.52503,6.051,65685903570.4526,3.93607377679925,-1470374293.87708,5340955139.39137,3704.30904061423,7.24,91.0472704631043,66.6,77.6,99.8144302368164,92.0714263916016,104.076461791992,100.0,2012,Belarus
9461643.0,5082430.0,4379214.0,11.5,14.3,9.0,32.01788,11.99787,10.52136,23.76792,6.169,61762340943.0511,18.1065509057569,-682510603.796595,4942072782.58364,3632.87856030924,7.52,91.3924705961574,64.7,76.7,102.12622833252,86.1376190185547,107.90567779541,None,2011,Belarus
9483836.0,5090285.0,4393551.0,11.4,14.5,9.0,32.15005,12.54545,11.02312,23.97007,6.257,57231904542.8755,8.25759537085456,-1162638701.90129,5088786003.74013,3566.17301269233,7.29,91.9955359666712,64.6,76.5,104.369689941406,79.5781402587891,106.972717285156,None,2010,Belarus
9504583.0,5098294.0,4406288.0,11.4,14.1,9.0,32.21095,13.24349,11.63844,24.21396,6.1,50873181571.649,-3.94704162970162,-1113688573.79312,4136697601.32276,3299.4609021774,7.39,91.7790718102573,64.7,76.4,105.940521240234,74.4592208862305,105.845222473145,99.8232116699219,2009,Belarus
9527985.0,5108481.0,4419504.0,11.1,13.8,9.0,32.69588,13.80328,12.27315,24.77086,7.027,60752177438.8895,16.7653310563183,-787873043.288995,5264937821.73027,3481.74351659874,7.08,93.1867718536784,64.7,76.5,104.846382141113,71.2247314453125,99.112922668457,None,2008,Belarus
9560953.0,5124332.0,4436621.0,10.7,13.7,9.0,32.63588,14.41554,12.73327,24.98712,7.659,45275747157.412,11.0276024350445,-410971951.163635,3759322236.60678,3393.90853610514,7.28,92.341801762508,64.5,76.2,101.789726257324,71.666748046875,96.3097534179688,None,2007,Belarus
9604924.0,5145919.0,4459004.0,9.9,14.2,9.0,32.71442,15.10151,13.30574,25.35228,8.381,36961822468.2015,15.0276462536957,-114770172.805119,3170854062.42216,3365.98186513501,7.2,92.5839339124781,63.6,75.5,99.3671569824219,69.7134323120117,97.6510696411133,None,2006,Belarus
9663915.0,5174635.0,4489280.0,9.3,14.5,9.0,32.75776,15.77648,13.82899,25.73923,9.039,30210091836.8294,15.624588574128,55472602.167312,2573474106.47129,3245.37208781327,6.83,92.6726429250754,62.9,75.1,98.4313812255859,67.5742111206055,98.8684463500977,None,2005,Belarus
9730146.0,5207144.0,4523002.0,9.1,14.3,9.0,32.80391,16.52331,14.42338,26.13285,9.796,23141593073.9738,13.5675177649911,-18614910.4909947,2048089174.55442,3174.05309231742,6.27,93.5856552985175,63.2,75.0,99.9794464111328,65.0120620727539,102.71907043457,None,2004,Belarus
9796749.0,5240024.0,4556725.0,9.0,14.5,9.0,32.77406,17.20597,14.9014,26.46797,10.299,17825437482.8613,10.5887688623373,25144900.011172,1539338418.25698,3063.05693858238,6.25,92.190850626206,62.7,74.7,102.379302978516,62.8672294616699,103.189079284668,None,2003,Belarus
9865548.0,5273950.0,4591597.0,8.9,14.8,9.0,32.9361,17.93195,15.50452,26.94288,10.885,14594928109.4411,8.14748985384111,-30145456.2374947,1478237401.70304,3000.7456250783,6.52,92.0280213771872,62.3,74.1,112.471160888672,60.0933685302734,132.676574707031,None,2002,Belarus
9928549.0,5305393.0,4623156.0,9.2,14.1,9.0,33.16955,18.52511,16.01202,27.41854,11.537,12354820143.8849,10.7344870132867,-43260431.6546763,1278776978.41727,3009.40248167179,6.26,91.2303339951224,62.8,74.5,114.999313354492,57.5134696960449,106.733108520508,None,2001,Belarus
9979610.0,5330773.0,4648837.0,9.4,13.5,9.0,33.48184,19.31997,16.7439,27.99536,12.254,12736856827.9847,9.83566244002026,-52644224.6348811,1540755557.2971,2996.30947501957,5.65,91.622449702941,63.4,74.7,113.716766357422,55.0898399353027,102.324920654297,None,2000,Belarus
10026738.0,5353387.0,4673352.0,9.3,14.2,9.0,33.65778,19.92432,17.21512,28.42296,12.8,12138486532.0203,3.37206445147733,11416193.6661385,1541655468.42095,3005.3642570495,4.5,92.2441612279814,62.2,73.9,111.396156311035,52.6536407470703,98.7943496704102,99.7918395996094,1999,Belarus
