Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
44938712.0,22689693.0,22249019.0,14.783,7.6,14.0,20.15901,7.740676,3.51873,9.009121,9.84,447754686715.081,-5.18459642018371,-17587891666.4229,23814083740.9461,None,10.74,None,73.857,80.681,109.516296386719,95.4479064941406,98.5472412109375,None,2019,Argentina
44494502.0,22467488.0,22027014.0,15.187,7.68,14.0,20.21364,7.832407,3.544435,8.916409,9.22,524819898586.906,-6.55850119704618,-18725847522.6456,23815691424.2425,None,10.52,None,73.631,80.329,109.659172058105,91.6006011962891,98.7062530517578,99.5055236816406,2018,Argentina
44044811.0,22244116.0,21800696.0,16.206,7.692,14.0,20.66717,7.939622,3.609233,8.933497,8.35,643628396190.388,4.60834230281147,-16427929421.7894,33672207201.4354,None,10.37,None,73.526,80.085,109.74146270752,89.9585189819336,99.962760925293,None,2017,Argentina
43590368.0,22019065.0,21571303.0,16.824,7.947,14.0,21.44575,8.171217,3.699585,9.099798,8.109,557532317363.451,-3.12421939465929,-12280679462.563,34926978989.5764,None,9.38,None,72.933,79.67,110.739181518555,87.2134475708008,103.893569946289,99.5027084350586,2016,Argentina
43131966.0,21791541.0,21340426.0,17.346,7.543,14.0,22.1974,8.328097,3.768246,8.996233,7.524,594749285413.212,4.0051994728682,-11133833326.6745,30669352553.9863,None,9.4,None,73.294,80.188,111.303413391113,84.0019989013672,102.973739624023,99.559700012207,2015,Argentina
42669500.0,21562981.0,21106519.0,17.504,7.447,13.0,22.20253,8.59409,3.84758,8.257637,7.27,526319673731.638,-4.45635284809352,-10787432518.7927,35330279234.9601,3074.70207056563,9.79,87.7224074796892,73.424,80.004,111.459671020508,80.9958114624023,103.106437683105,99.2967071533203,2014,Argentina
42202935.0,21332490.0,20870445.0,17.632,7.494,13.0,21.99271,8.723099,3.894209,8.787098,7.1,552025140252.246,0.966808630859191,-11839391690.7098,33413631489.5722,2967.37655805218,8.91,88.9660644106576,73.011,79.927,112.011947631836,78.2238998413086,101.645011901855,99.5513229370117,2013,Argentina
41733271.0,21099001.0,20634269.0,17.729,7.394,13.0,21.68005,8.91641,3.972565,9.308264,7.22,545982375701.128,-2.66984037790708,-12908767215.1506,31567304377.5225,3000.60352326565,8.61,89.0249070672489,72.939,79.953,114.227172851563,77.4462890625,103.352249145508,99.3758697509766,2012,Argentina
41261490.0,20865767.0,20395723.0,17.806,7.51,13.0,21.91248,9.168086,4.082316,9.762455,7.18,530158176673.789,7.90528441704019,-15153584627.747,37104359346.4786,2929.07502855568,8.83,88.8538111244916,72.841,79.322,115.614730834961,76.2974014282227,103.887710571289,99.6282424926758,2011,Argentina
40788453.0,20633966.0,20154486.0,17.87,7.661,13.0,21.38885,9.527369,4.186704,9.214007,7.71,423627422092.49,10.9708751567258,-14434953219.8032,30213817111.0998,2877.65265331343,8.79,89.503243212831,72.516,78.838,116.975761413574,73.2313995361328,103.567413330078,99.2986373901367,2010,Argentina
40684338.0,20588982.0,20095357.0,17.849,7.41,13.0,21.17907,9.794848,4.364522,9.452713,8.65,332976484577.619,-8.38122529415624,-10232156785.3141,17559926036.6081,2716.59821526407,8.59,89.6119931478185,72.694,79.07,117.905982971191,70.2064590454102,103.303871154785,99.5842895507813,2009,Argentina
40273769.0,20387718.0,19886051.0,17.812,7.467,13.0,21.85891,10.08668,4.446283,9.980251,7.84,361558037110.419,4.91948381540219,-8942556247.44473,26462268578.7967,2759.51327028767,7.65,90.6517893541905,72.276,78.927,118.593460083008,68.0569534301758,103.14217376709,None,2008,Argentina
39876111.0,20190731.0,19685381.0,18.005,7.748,13.0,21.66906,10.39929,4.617678,10.20294,8.47,287530508430.568,11.2542751785242,-7536296704.70573,21427791191.1784,2443.84413515149,7.72,89.2253784916497,71.487,78.515,118.051109313965,66.4116287231445,99.8678207397461,None,2007,Argentina
39476851.0,19992747.0,19484104.0,18.194,7.369,13.0,21.35088,10.75619,4.791856,10.40826,10.08,232557260817.308,19.8348041125684,-7659784206.08108,16129176942.5676,2362.85310598862,9.18,88.653227962763,72.066,78.716,117.203300476074,66.964729309082,97.1024780273438,99.4460830688477,2006,Argentina
39070501.0,19791355.0,19279145.0,18.353,7.423,10.0,20.91164,11.25067,5.027263,10.40866,11.51,198737095012.282,6.7181237957536,-22583727006.0044,15777249624.7271,2397.48653338231,9.64,89.0532841465512,71.692,78.527,115.29914855957,63.9666709899902,94.6418304443359,None,2005,Argentina
38668796.0,19591796.0,19077001.0,18.352,7.48,10.0,20.33314,11.7402,5.256271,10.59677,13.52,164657930452.787,-1.80359820004759,-18296342135.6323,13769497386.4639,2282.82256318506,9.29,89.3249676255497,71.53,78.103,115.806053161621,65.4853668212891,96.579948425293,None,2004,Argentina
38278164.0,19398462.0,18879701.0,18.453,7.864,10.0,19.39623,12.23954,5.451769,10.92192,15.36,127586973492.177,9.63136196225732,-5135021620.33737,13177395614.839,2169.48754386443,10.82,86.0147138119322,70.83,77.276,114.494667053223,65.1762619018555,98.1679382324219,None,2003,Argentina
37885028.0,19201347.0,18683681.0,18.756,7.518,10.0,17.85655,12.5712,5.737835,9.107543,19.59,97724004251.8602,-12.3046744057822,-4960215219.15838,9974343869.19277,2003.66751741611,11.62,85.8034079487598,70.752,78.075,116.798431396484,62.7487297058105,100.515830993652,None,2002,Argentina
37480493.0,18996369.0,18484124.0,18.983,7.549,10.0,19.46679,12.32874,5.791825,10.09538,17.32,268696750000.0,-6.05540642051402,-7726781900.0,12275651800.0,2108.99040202059,11.51,85.9945441146675,70.749,77.59,116.25016784668,59.0115509033203,96.821662902832,98.9166564941406,2001,Argentina
37070774.0,18790028.0,18280746.0,19.366,7.6,10.0,20.06481,12.49668,5.857062,10.03665,15.0,284203750000.0,-1.90101341852869,-7547781100.0,13300482400.0,2077.53957335771,9.85,88.3875102923294,70.583,77.223,115.694129943848,53.9648094177246,97.3464736938477,None,2000,Argentina
36653031.0,18580528.0,18072503.0,19.674,7.615,10.0,20.83085,12.69313,5.978527,10.53213,14.05,283523000000.0,-6.98936143884453,-7463719900.0,12638962300.0,2023.46157948029,8.79,88.279122414155,70.407,76.989,114.496871948242,48.8317184448242,97.2020416259766,None,1999,Argentina
36233195.0,18370060.0,17863135.0,19.738,7.651,10.0,21.8515,12.89497,6.117105,10.51202,12.65,298948250000.0,1.95292947335189,-7406048600.0,15702922200.0,1958.03875424179,9.62,86.7851176272838,70.149,76.758,111.541656494141,46.9607009887695,99.1517181396484,None,1998,Argentina
35815971.0,18160104.0,17655867.0,19.985,7.778,None,22.37398,13.16964,6.195136,11.37113,14.82,292859000000.0,6.12364607290179,-6217795600.0,15293015300.0,1839.82168178548,9.72,86.8950134337376,69.705,76.464,107.086303710938,None,91.5287628173828,None,1997,Argentina
35389362.0,17946204.0,17443158.0,20.449,7.541,None,21.80575,13.44502,6.318129,12.15956,17.11,272149750000.0,5.73728665437849,-5502049300.0,15269958100.0,1721.13868568752,8.64,87.6962835342464,70.123,76.418,110.220222473145,None,92.9632568359375,None,1996,Argentina
34946110.0,17725502.0,17220607.0,20.974,7.535,None,23.5437,13.65196,6.360411,14.63369,18.8,258031750000.0,-6.20045529004155,-4668859300.0,13808477800.0,1643.33025907605,10.18,87.0920956665239,69.95,76.243,None,None,None,None,1995,Argentina
106445.0,56272.0,50173.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2022,Aruba
106537.0,56330.0,50207.0,7.193,11.235,13.0,None,None,None,None,None,3126019385.47486,None,-92849162.0111732,None,None,8.5,None,71.798,77.315,None,None,None,None,2021,Aruba
106585.0,56373.0,50211.0,8.102,9.69,13.0,None,None,None,None,None,2610038938.54749,None,-68100558.6592179,None,None,8.67,None,72.828,78.445,None,None,None,99.5199966430664,2020,Aruba
106442.0,56254.0,50188.0,9.138,8.778,13.0,None,None,None,None,None,3395793854.7486,None,-153296089.385475,936312.849162011,None,8.18,None,73.286,79.01,None,None,None,None,2019,Aruba
105962.0,55935.0,50026.0,9.881,8.597,13.0,None,None,None,None,None,3276187709.49721,None,-214748603.351955,729050.279329609,None,8.31,None,73.096,78.854,None,None,None,99.5,2018,Aruba
105439.0,55591.0,49847.0,11.53,8.414,13.0,None,None,None,None,None,3092178770.94972,None,-170558659.217877,739664.804469274,None,6.7,None,72.838,78.794,None,None,None,None,2017,Aruba
104874.0,55224.0,49650.0,12.3,8.336,13.0,None,None,None,None,None,2983798882.68156,None,-135251396.648045,555307.262569832,None,6.99,None,72.582,78.486,113.747573852539,15.5992097854614,None,None,2016,Aruba
104257.0,54828.0,49430.0,12.428,7.968,13.0,None,None,None,None,None,2963128491.62011,None,-124748603.351955,370949.720670391,None,6.73,None,72.569,78.644,114.997596740723,15.2717695236206,None,None,2015,Aruba
103594.0,54403.0,49191.0,13.533,7.729,13.0,None,None,None,None,None,2791061452.51397,None,-102737430.167598,413407.82122905,None,6.93,None,72.448,78.614,117.108093261719,16.4054203033447,101.180557250977,None,2014,Aruba
102880.0,53953.0,48927.0,13.316,7.403,13.0,None,None,None,None,None,2727932960.89385,None,-164357541.899441,486033.519553073,None,6.89,None,72.361,78.803,116.03929901123,16.1958293914795,96.5706405639648,None,2013,Aruba
102112.0,53480.0,48632.0,12.723,7.187,13.0,None,None,None,None,None,2615083798.88268,None,-116089385.47486,561452.51396648,None,6.86,None,72.346,78.603,104.087127685547,37.7611312866211,None,None,2012,Aruba
101288.0,52980.0,48307.0,12.246,6.945,13.0,None,None,None,None,None,2637988826.81564,None,-246033519.553073,537988.826815642,None,5.66,None,72.223,78.62,105.255859375,38.7256393432617,None,None,2011,Aruba
100341.0,52484.0,47858.0,12.193,6.745,None,None,None,None,None,None,2453631284.9162,None,-140223463.687151,502793.296089385,None,5.46,None,72.126,78.612,113.794296264648,37.3457298278809,94.7861022949219,99.1384124755859,2010,Aruba
99212.0,51919.0,47292.0,12.35,7.094,None,None,None,None,None,None,2553631284.9162,None,-88770949.7206704,508379.888268156,None,0.3,None,71.644,77.371,113.801788330078,35.3623199462891,96.2425765991211,None,2009,Aruba
97996.0,51272.0,46724.0,12.748,7.179,None,None,None,None,None,None,2843016759.77654,None,-116648044.692737,483240.223463687,None,0.19,None,71.256,76.944,113.091613769531,35.2404899597168,95.1330337524414,None,2008,Aruba
96787.0,50636.0,46151.0,12.962,6.958,None,None,None,None,None,None,2677653631.28492,None,-384636871.50838,477653.631284916,None,0.19,None,71.797,76.478,115.211578369141,33.9158210754395,95.5882415771484,None,2007,Aruba
95606.0,50016.0,45591.0,13.055,6.887,None,None,None,None,None,None,2469832402.23464,None,-105865921.787709,432402.234636871,None,0.19,None,71.384,76.542,114.251152038574,30.903190612793,93.1861190795898,None,2006,Aruba
94483.0,49414.0,45069.0,12.348,6.839,None,None,None,None,None,None,2359776536.31285,None,-478938547.486033,408938.547486034,None,0.19,None,70.965,76.56,111.37671661377,31.6834697723389,88.1979675292969,None,2005,Aruba
93540.0,48877.0,44663.0,11.921,6.808,None,None,None,None,None,None,2254748603.35196,None,-74301675.9776536,396089.38547486,None,0.19,None,70.63,76.45,110.839050292969,26.3044109344482,90.5598983764648,None,2004,Aruba
92701.0,48374.0,44327.0,12.621,6.549,None,None,None,None,None,None,2044134078.21229,None,-53296089.3854749,368156.424581006,None,0.18,None,70.91,76.503,109.214302062988,26.7520008087158,90.2159194946289,None,2003,Aruba
91781.0,47831.0,43950.0,12.992,6.42,None,None,None,None,None,None,1962011173.18436,None,-135698324.022346,354189.944134078,None,0.18,None,70.817,76.555,111.010833740234,26.6890201568604,94.755241394043,None,2002,Aruba
90691.0,47178.0,43513.0,13.739,6.348,None,None,None,None,None,None,1896648044.69274,None,-57262569.8324022,353072.625698324,None,0.18,None,70.724,76.495,109.440963745117,29.0558605194092,94.4040679931641,None,2001,Aruba
89101.0,46269.0,42833.0,14.427,6.335,None,None,None,None,None,None,1873184357.5419,None,-24022346.3687151,348603.351955307,None,0.18,None,70.597,76.477,110.788177490234,29.6505107879639,97.1428604125977,99.0264129638672,2000,Aruba
86867.0,45050.0,41816.0,14.361,6.313,None,None,None,None,None,None,1722905027.93296,None,-42681564.2458101,6603351.95530726,None,0.16,None,70.591,76.466,112.213180541992,28.0722198486328,101.619117736816,None,1999,Aruba
84355.0,43688.0,40667.0,15.078,6.339,None,None,None,None,None,None,1665363128.49162,None,-5586592.17877095,6793296.08938548,None,0.16,None,70.54,76.378,None,None,None,None,1998,Aruba
81858.0,42336.0,39522.0,16.388,6.359,None,None,None,None,None,None,1531843575.41899,None,-23184357.5418994,6586592.17877095,None,0.16,None,70.491,76.355,None,None,None,None,1997,Aruba
79417.0,41014.0,38403.0,16.153,6.338,None,None,None,None,None,None,1379888268.15642,None,-17821229.0502793,6703910.61452514,None,0.17,None,70.447,76.403,None,None,None,None,1996,Aruba
77050.0,39724.0,37325.0,15.991,6.366,None,None,None,None,None,None,1320670391.06145,None,-15195530.726257,6681564.24581006,None,0.17,None,70.311,76.36,None,None,None,None,1995,Aruba
409984.0,214167.0,195817.0,None,None,None,None,None,None,None,10.056,12897400000.0,None,-666076123.760206,73900000.0,None,None,None,None,None,None,None,None,None,2022,"Bahamas, The"
407906.0,212878.0,195028.0,11.445,8.986,12.0,11.69053,3.236661,1.503365,3.252918,11.665,11527600000.0,None,-734200000.0,55000000.0,None,1.27,None,68.121,75.096,None,None,None,None,2021,"Bahamas, The"
406471.0,211965.0,194506.0,11.49,8.076,12.0,11.5693,3.262124,1.504552,3.239843,12.867,9754600000.0,-25.5970613351509,-439600000.0,80700000.0,None,1.41,None,69.102,76.27,None,None,None,None,2020,"Bahamas, The"
404557.0,210821.0,193737.0,11.487,7.943,12.0,11.58016,3.291617,1.412555,3.099745,10.051,13058700000.0,1.2715226254363,-603000000.0,71200000.0,None,1.18,None,68.445,73.83,None,None,None,None,2019,"Bahamas, The"
401906.0,209250.0,192656.0,11.566,6.935,12.0,11.59431,3.355695,1.453193,3.113842,10.0,12653600000.0,-0.749286420924321,-765600000.0,86900000.0,None,1.2,None,70.225,77.32,None,None,None,None,2018,"Bahamas, The"
399020.0,207529.0,191491.0,11.653,6.84,12.0,11.68548,3.420836,1.471833,3.120162,9.8,12253500000.0,2.97205036695468,-472700000.0,95900000.0,None,1.15,None,70.04,77.17,None,None,None,None,2017,"Bahamas, The"
395976.0,205736.0,190240.0,12.188,6.717,12.0,11.6131,3.48988,1.50894,3.109464,12.7,11750800000.0,0.412627967075025,-524800000.0,104200000.0,None,1.33,None,70.067,76.938,None,None,None,None,2016,"Bahamas, The"
392697.0,203844.0,188854.0,12.812,6.724,12.0,11.63805,3.556425,1.565839,3.13604,12.0,11672900000.0,2.33694841770054,-414400000.0,96500000.0,None,1.45,None,69.76,76.372,None,None,None,None,2015,"Bahamas, The"
389131.0,201821.0,187310.0,13.57,6.483,12.0,11.94446,3.591037,1.563999,3.28372,13.8,11176100000.0,1.37068625521222,-438100000.0,93400000.0,None,1.4,None,70.013,76.639,None,None,None,None,2014,"Bahamas, The"
385650.0,199843.0,185807.0,12.244,6.49,12.0,12.06466,3.610353,1.535563,3.361384,16.18,10562800000.0,-4.66800694605277,-329100000.0,97200000.0,None,1.43,None,69.684,76.295,None,None,None,None,2013,"Bahamas, The"
382061.0,197810.0,184251.0,14.114,6.491,12.0,12.66982,3.668879,1.599963,3.560725,14.02,10720500000.0,4.70351766770429,-267600000.0,115000000.0,None,1.41,None,69.509,75.922,None,None,None,None,2012,"Bahamas, The"
377950.0,195497.0,182453.0,14.075,6.454,12.0,12.94327,3.689078,1.603874,3.690829,14.52,10070450000.0,-2.37011268342559,-236000000.0,110000000.0,None,1.44,None,69.301,75.762,None,None,None,None,2011,"Bahamas, The"
373272.0,192834.0,180438.0,14.858,6.269,12.0,14.4826,3.265224,0.9211947,3.965143,14.321,10095760000.0,-4.23396724736487,-234900000.0,110800000.0,None,1.3,None,69.278,76.149,None,None,None,None,2010,"Bahamas, The"
368057.0,189903.0,178154.0,16.396,6.257,12.0,16.06313,2.881378,0.5076953,4.27177,14.25,9981960000.0,-10.9504039195482,-152200000.0,90800000.0,None,1.53,None,69.068,76.071,None,None,None,None,2009,"Bahamas, The"
362795.0,186970.0,175825.0,16.39,6.128,12.0,16.25406,2.937235,0.7265599,4.146908,8.18,10526000000.0,-4.34570220943664,-77800000.0,109800000.0,None,1.97,None,69.319,75.962,None,None,None,None,2008,"Bahamas, The"
357666.0,184090.0,173576.0,15.392,6.024,12.0,17.95758,2.30254,0.2406211,5.347004,7.88,10618340000.0,2.80864069642017,-231600000.0,116100000.0,None,3.54,0.0,69.417,75.87,None,None,None,None,2007,"Bahamas, The"
352664.0,181302.0,171363.0,14.966,5.853,12.0,18.30351,2.505788,0.4758895,5.028446,7.54,10167250000.0,-4.05075856012735,-218000000.0,119000000.0,None,2.01,0.0,69.473,76.176,96.0582962036133,None,95.8360290527344,None,2006,"Bahamas, The"
347804.0,178628.0,169176.0,17.269,5.818,12.0,17.82532,3.494067,0.337557,5.030607,10.2,9836200000.0,3.78148858710144,-182064700.0,104700000.0,None,1.71,0.0,69.434,76.028,100.398338317871,None,101.865493774414,None,2005,"Bahamas, The"
343089.0,176046.0,167044.0,16.408,5.835,12.0,16.07136,4.431811,0.4291846,5.061551,10.2,9055290000.0,-4.5688829932372,-141320000.0,105200000.0,None,1.59,0.0,69.183,75.705,98.2566070556641,None,None,None,2004,"Bahamas, The"
338490.0,173516.0,164975.0,16.42,5.791,12.0,15.84886,2.999622,0.576149,5.465523,10.84,8870090000.0,-3.42377916273293,-152420000.0,119500000.0,None,1.54,None,69.078,75.666,None,None,None,None,2003,"Bahamas, The"
334002.0,171053.0,162950.0,17.161,5.785,12.0,16.69486,3.71134,1.641562,4.24959,9.05,8881160000.0,9.46066539881181,-184345100.0,134400000.0,None,0.38,None,68.922,75.483,93.1996231079102,None,None,None,2002,"Bahamas, The"
329626.0,168662.0,160964.0,18.009,5.757,12.0,17.04609,4.202842,1.419475,4.710486,6.87,8317830000.0,-3.89640351996586,-198900000.0,99700000.0,None,0.42,None,68.794,75.371,None,None,None,None,2001,"Bahamas, The"
325014.0,166136.0,158879.0,18.215,5.706,12.0,16.99129,4.112746,1.148455,5.086972,7.196,8076470000.0,1.59380069440542,-140200000.0,108600000.0,None,0.0,None,68.826,75.187,None,None,None,None,2000,"Bahamas, The"
320272.0,163570.0,156702.0,18.75,5.74,12.0,16.71842,4.032097,0.9242247,5.417293,7.45,7683870000.0,15.287583366393,-126800000.0,97400000.0,None,0.0,None,68.571,74.904,96.6551284790039,None,82.1727523803711,None,1999,"Bahamas, The"
315398.0,160986.0,154412.0,20.75,5.81,12.0,15.2912,3.529505,1.209889,5.28653,7.65,6833220000.0,-10.4607148988913,-197500000.0,94200000.0,None,0.0,None,68.19,74.671,99.3019485473633,None,None,None,1998,"Bahamas, The"
310171.0,158215.0,151955.0,21.569,5.908,None,14.64668,3.838918,1.945077,5.877156,9.76,6332360000.0,11.0602942627045,-152600000.0,98900000.0,None,0.0,None,67.667,74.424,98.9021377563477,None,None,None,1997,"Bahamas, The"
304933.0,155441.0,149491.0,21.473,5.985,None,14.80157,4.991875,1.21286,5.704935,11.46,3609000000.0,11.2069440290076,812275600.0,95527000.0,None,0.0,None,67.409,73.989,101.248748779297,None,None,None,1996,"Bahamas, The"
299554.0,152605.0,146949.0,23.025,5.91,None,14.24588,4.337903,1.048979,5.311749,10.83,3429000000.0,20.6191283078679,453158500.0,97183000.0,None,0.0,None,67.459,74.038,95.9674911499023,15.0581798553467,None,None,1995,"Bahamas, The"
281635.0,146550.0,135084.0,None,None,None,None,None,None,None,8.203,5637914514.6379,None,None,None,None,None,None,None,None,None,None,None,None,2022,Barbados
281200.0,146366.0,134833.0,10.832,9.007,11.0,16.61789,2.810211,1.120245,8.853796,9.582,4843800000.0,None,-96200000.0,71800000.0,None,4.68,None,75.629,79.359,98.3274002075195,None,98.4707565307617,None,2021,Barbados
280693.0,146165.0,134528.0,10.859,8.973,11.0,16.64022,2.818063,1.124424,8.978139,10.105,4671800000.0,None,-67500000.0,69550000.0,None,4.57,None,75.418,79.21,99.6530075073242,None,96.0407562255859,None,2020,Barbados
