Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
22340024.0,11220985.0,11119039.0,13.6,6.6,10.0,20.83245,2.81994,1.893891,8.559203,5.08,1398456161407.85,None,-56064328094.5514,32047885915.7533,10627.2938650379,8.32,94.421655861136,79.7,84.2,105.689682006836,None,None,None,2011,Australia
22031750.0,11064202.0,10967548.0,13.7,6.5,10.0,20.97677,3.230407,2.287998,8.644026,5.21,1148569537284.62,None,-44523224421.3077,25317524832.6588,10726.9281831902,8.16,94.4247422153125,79.5,84.0,105.619430541992,None,None,None,2010,Australia
21691653.0,10894107.0,10797546.0,13.9,6.5,10.0,21.14076,3.234276,2.222357,8.924765,5.56,928629769751.884,None,-32539492360.5697,21364372662.6689,10791.6164803116,7.15,95.5100585349929,79.3,83.9,105.302131652832,None,None,None,2009,Australia
21249199.0,10678307.0,10570891.0,14.0,6.7,10.0,22.40035,3.223325,2.184344,9.259625,4.23,1055686110665.53,None,-43093084243.2358,24730647706.374,10749.1110606099,6.79,94.3514882269806,79.2,83.7,105.141120910645,None,None,None,2008,Australia
20827622.0,10475417.0,10352205.0,14.1,6.7,10.0,21.18122,3.32058,2.273491,8.892847,4.38,854427259166.209,None,-38051346470.9115,18856873675.1197,10972.8801492556,6.95,94.293103951311,79.0,83.7,105.183052062988,None,None,None,2007,Australia
20450966.0,10292899.0,10158068.0,12.9,6.4,10.0,21.28305,3.411905,2.360703,9.101335,4.78,747907432136.598,None,-29059632613.43,20435034342.944,10617.1512876213,6.85,94.2831654466102,78.7,83.5,103.304046630859,None,None,None,2006,Australia
20176844.0,10158934.0,10017910.0,12.8,6.4,10.0,21.13409,3.579995,2.459515,9.338653,5.03,695305000206.729,None,-25760668147.5969,20072994072.5205,10571.4253428336,6.71,94.2158521823241,78.5,83.3,102.739318847656,None,None,None,2005,Australia
19932722.0,10038538.0,9894184.0,12.3,6.5,10.0,21.24055,3.737895,2.686706,9.388987,5.39,614326362213.686,None,-17482572200.8821,18814909659.9801,10657.9021169311,6.68,94.0682126712093,78.1,83.0,102.264129638672,None,None,None,2004,Australia
19720737.0,9933517.0,9787220.0,12.6,6.6,10.0,20.88293,3.913128,2.628235,9.562427,5.93,467497961560.862,None,-13150262085.032,13502620850.3203,10527.2941878389,7.15,93.88602451318,77.8,82.8,101.674308776855,None,None,None,2003,Australia
19495210.0,9821222.0,9673988.0,12.8,6.8,10.0,20.91468,4.382112,3.039416,9.55823,6.37,395573025330.447,None,-10727604497.0863,15612397726.6038,10899.7543499147,8.74,95.8902147872363,77.4,82.6,101.548782348633,None,None,None,2002,Australia
19274701.0,9711085.0,9563615.0,12.7,6.6,10.0,20.73957,4.754309,3.45308,9.53791,6.74,379357823192.53,None,-10620898518.0329,13276257310.7784,10712.6953616557,8.37,98.0530884338196,77.0,82.4,100.639778137207,None,None,None,2001,Australia
19028802.0,9585767.0,9443035.0,13.0,6.7,10.0,21.61515,4.857451,3.439921,10.25689,6.28,415844972940.496,None,-11990020876.193,12944600371.8882,10260.4462435418,8.42,89.328168190023,76.6,82.0,100.72193145752,None,None,None,2000,Australia
18812264.0,9473113.0,9339151.0,13.1,6.8,10.0,21.16409,4.933064,3.508318,9.929587,6.87,389389647825.542,None,-12151272089.2342,11876174959.2681,10097.1366338469,8.51,93.9279120716678,76.2,81.8,100.658836364746,None,None,None,1999,Australia
18607584.0,9365746.0,9241838.0,13.3,6.8,10.0,21.50564,4.849239,3.456238,10.19403,7.68,399660855999.457,None,-12591738452.1468,12106084243.3697,9837.81666658068,8.6,93.87865070879,75.9,81.5,100.928619384766,None,None,None,1998,Australia
18423037.0,9267611.0,9155427.0,13.6,7.0,None,21.85011,4.910031,3.473836,10.66808,8.36,435613768959.97,None,-14623552690.1018,14070258686.468,9338.47117606071,9.08,93.5126508898552,75.7,81.4,101.184028625488,80.9066467285156,None,None,1997,Australia
18224767.0,9161956.0,9062811.0,13.9,7.0,None,22.12871,4.843714,3.394457,10.8908,8.51,401310823652.743,None,-14183602564.743,13562206903.0053,9151.39271739386,8.87,93.6482207629656,75.2,81.1,101.580291748047,75.6477813720703,None,None,1996,Australia
18004882.0,9046575.0,8958307.0,14.2,6.9,None,22.62535,4.774872,3.484776,11.17355,8.47,368140778140.778,None,-12678942678.9427,11081823581.8236,9027.88477036395,8.22,93.8317701657678,75.0,80.8,101.29126739502,70.6885681152344,None,None,1995,Australia
17805468.0,8943067.0,8862401.0,14.5,7.1,None,23.16477,4.90145,3.518116,11.58216,9.72,322809408509.166,None,-7095122794.88066,10776893808.3708,8837.00445278945,8.26,93.8864831164866,75.0,80.9,105.829887390137,66.9792175292969,None,None,1994,Australia
17634808.0,8853961.0,8780847.0,14.7,6.9,None,23.29726,5.116714,3.619778,11.87323,10.87,312138139404.16,None,-8309443507.58853,10154581225.4075,8717.64523889344,8.62,93.7583456095361,75.0,80.9,105.877166748047,65.5642166137695,None,None,1993,Australia
17478635.0,8771556.0,8707078.0,15.1,7.1,None,23.28965,5.053971,3.610017,11.73321,10.73,325532426233.227,None,-12555588240.3834,9906963598.71491,8558.33421774641,7.52,94.3426600738012,74.5,80.4,105.973999023438,39.7008399963379,None,None,1992,Australia
17284036.0,8669304.0,8614731.0,14.9,6.9,None,23.50671,5.356661,3.846524,12.07738,9.58,325981640935.417,None,-13093734568.6078,10338893812.4001,8522.1414720497,8.25,93.6887180362575,74.3,80.4,106.096809387207,38.3134689331055,None,None,1991,Australia
17065128.0,8555086.0,8510043.0,15.4,7.0,None,None,None,None,None,None,311430632641.087,None,-10846375082.9638,13061821259.8955,8527.21409414567,8.01,93.911285686017,73.98,80.16,106.371719360352,35.3595504760742,None,None,1990,Australia
16814416.0,8426644.0,8387772.0,14.9,7.3,None,None,None,None,None,None,299875825286.858,None,-8171103255.00603,None,8129.09589009812,None,93.852171114404,73.66,79.92,106.684600830078,32.6539611816406,None,None,1989,Australia
16532164.0,8282694.0,8249470.0,14.9,7.2,None,None,None,None,None,None,236152526238.564,None,-4374973473.43403,None,7800.55170030977,None,93.5784282818826,73.34,79.68,106.489028930664,31.4995708465576,None,None,1988,Australia
16263874.0,8144659.0,8119214.0,15.4,7.5,None,None,None,None,None,None,189487824245.633,None,-3437003705.66437,None,7525.69775196242,None,93.7386091842654,73.02,79.44,105.860221862793,29.6845893859863,None,None,1987,Australia
16018350.0,8019165.0,7999185.0,15.0,7.3,None,None,None,None,None,None,182472020145.495,None,-3247761611.63962,None,7309.1173560323,None,93.4217424604167,72.7,79.2,105.438270568848,29.5150508880615,None,None,1986,Australia
15788312.0,7904467.0,7883844.0,15.7,6.6,None,None,None,None,None,None,180634851530.181,None,-2493689392.10087,None,6994.16125042373,None,92.8788547299231,72.4,79.02,104.890129089355,27.9107303619385,None,None,1985,Australia
929766.0,463626.0,466140.0,None,None,None,None,None,None,None,4.334,4943248200.0441,None,-265375736.27271,453019256.198094,None,None,None,None,None,None,None,None,None,2022,Fiji
924610.0,460926.0,463683.0,19.345,8.859,None,14.68469,28.87713,19.34313,7.853009,4.929,4296235427.52339,None,-250309889.083856,623887667.21937,None,29.8,None,65.426,68.877,113.743804931641,None,117.013519287109,None,2021,Fiji
920422.0,458543.0,461878.0,19.628,8.078,None,14.27648,29.42871,19.65339,7.903087,4.794,4477030179.83128,None,-281066208.843429,649272041.141218,None,31.79,None,66.166,69.743,115.795951843262,None,107.327613830566,None,2020,Fiji
918465.0,457099.0,461366.0,19.962,7.941,None,14.10426,29.38256,19.9582,7.7425,4.442,5481692621.61125,None,-450705009.702917,652077341.856753,None,26.48,None,66.126,69.728,116.459106445313,53.4931602478027,108.869766235352,None,2019,Fiji
918996.0,456721.0,462276.0,20.187,7.832,None,14.27255,29.50183,20.18159,7.919011,4.315,5581425890.96651,None,-359829104.348032,608741785.536102,None,25.8,None,66.031,69.664,109.144844055176,None,107.098281860352,None,2018,Fiji
919019.0,456092.0,462926.0,20.55,7.703,None,14.24343,29.9644,20.56623,8.090762,4.261,5353468387.56019,None,-423102447.634871,563818048.359905,None,28.55,None,66.008,69.656,107.426071166992,None,107.142860412598,None,2017,Fiji
918371.0,455142.0,463229.0,21.05,7.885,None,14.17379,30.60518,21.05054,8.330673,4.32,4930213787.50451,None,-269299228.325929,525774447.449621,None,27.68,None,65.446,69.137,106.076454162598,None,106.724945068359,None,2016,Fiji
917200.0,453908.0,463293.0,21.45,8.05,None,14.51631,30.41191,21.22303,8.850485,4.286,4682480303.97469,None,-275358404.759085,368587247.36872,None,32.74,None,64.915,68.932,106.885284423828,None,113.184829711914,None,2015,Fiji
915560.0,452426.0,463134.0,21.683,7.584,None,14.8022,30.38079,21.46534,9.406748,4.277,4857103846.72985,None,-225395949.991284,393353657.679875,None,33.17,None,65.536,69.347,106.764549255371,None,108.158721923828,None,2014,Fiji
913453.0,450737.0,462716.0,21.835,7.424,None,15.05464,30.78288,21.96848,9.989077,4.318,4189968869.81721,None,-81945107.8561522,423736034.858553,None,32.81,None,65.609,69.38,107.816673278809,None,106.871978759766,None,2013,Fiji
911059.0,448921.0,462138.0,21.925,7.212,None,15.45465,30.54991,21.93933,10.63393,4.425,3972028509.66449,None,-146656826.289577,384324688.77943,None,33.26,None,65.809,69.412,106.617286682129,None,106.260528564453,None,2012,Fiji
908355.0,446947.0,461408.0,22.126,7.114,None,16.06185,30.18432,21.891,11.34938,4.41,3779412255.47694,None,-116106525.934567,348375471.993069,None,33.38,None,65.678,69.521,105.689796447754,None,104.667778015137,None,2011,Fiji
905169.0,444728.0,460442.0,22.664,7.113,None,16.65389,29.8076,21.6,12.04665,4.308,3140167239.46869,None,-97627913.8717494,294607267.829922,None,27.95,None,65.536,69.271,None,None,None,None,2010,Fiji
901383.0,442224.0,459159.0,23.172,7.141,None,17.28354,29.62916,21.52259,12.79267,4.325,2870624635.68032,None,-11453699.4426548,289601370.353326,None,41.62,None,65.298,69.046,104.831069946289,None,105.146781921387,None,2009,Fiji
896731.0,439316.0,457414.0,23.614,7.141,None,18.10244,29.3266,21.46314,13.55275,4.166,3523185919.55826,None,-87092928.405597,376892639.769091,None,42.13,None,65.16,68.885,106.25666809082,None,105.878280639648,None,2008,Fiji
890648.0,436189.0,454459.0,23.859,7.052,None,18.90305,29.26243,21.59888,14.39528,4.117,3378314599.76402,None,-75558902.0679376,401442091.535739,None,36.04,0.0,65.084,68.727,107.303260803223,None,None,None,2007,Fiji
883083.0,432765.0,450318.0,24.051,6.9,None,19.93433,28.63684,21.30274,15.33435,3.956,3076305452.86506,None,-120898798.521257,380620725.508318,None,39.07,0.0,65.074,68.797,113.376533508301,None,111.531272888184,None,2006,Fiji
874923.0,429005.0,445918.0,23.796,6.885,None,20.8527,28.24551,21.10984,16.26765,3.89,2980403464.53066,None,43345947.2123209,359863789.850658,None,40.02,0.0,64.776,68.666,None,16.1366901397705,None,None,2005,Fiji
866694.0,425195.0,441500.0,24.067,6.866,None,20.78859,27.55077,21.04934,16.36646,4.7,2708078476.63012,None,288517.022504328,334444893.248702,None,35.72,0.0,64.546,68.484,112.678283691406,15.958399772644,109.351402282715,None,2004,Fiji
858306.0,421301.0,437004.0,24.242,6.875,None,20.23147,26.42183,20.5536,15.80919,4.829,2300492002.01302,None,1002232.13882068,287891709.366839,None,40.83,None,64.247,68.302,108.662788391113,15.7839498519897,None,None,2003,Fiji
849891.0,417373.0,432518.0,24.267,6.999,None,19.51301,24.17842,19.21998,14.62619,4.762,1833279985.36741,None,14815492.2493027,244026247.199232,None,48.98,None,63.738,67.98,105.888076782227,None,102.011428833008,None,2002,Fiji
841320.0,413349.0,427971.0,24.289,6.565,None,18.99367,22.76208,18.50086,13.98886,4.798,1652462062.63884,None,-13924255.0201093,215031787.099506,None,40.44,None,64.273,68.629,104.005561828613,None,97.063117980957,None,2001,Fiji
832509.0,409203.0,423305.0,24.34,6.457,None,18.2686,21.53067,17.97977,12.98271,4.912,1678219507.89829,None,33260907.8630571,251523871.043514,None,50.06,None,64.181,68.678,101.586090087891,None,95.0105895996094,None,2000,Fiji
823422.0,404912.0,418510.0,24.562,6.116,None,17.74271,20.20781,17.44445,12.09711,4.599,1936459986.03795,None,-64834676.6516469,317674684.26731,None,54.22,None,64.577,69.193,103.760406494141,None,99.6417770385742,None,1999,Fiji
813947.0,400423.0,413525.0,24.813,6.036,None,17.15763,18.56432,16.36544,11.47256,4.82,1653146993.93502,None,-55616606.1287318,237565955.590601,None,45.39,None,64.488,69.117,105.074562072754,None,103.276962280273,None,1998,Fiji
804572.0,396006.0,408566.0,25.386,6.016,None,16.92979,17.7367,15.66334,10.95549,4.929,2090221137.02876,None,-37473808.1631946,309695741.770135,None,51.63,None,64.306,68.817,105.143623352051,None,102.981483459473,None,1997,Fiji
796538.0,392203.0,404336.0,26.001,5.985,None,16.75531,16.69226,14.84093,9.89576,4.716,2128696643.62574,None,-27934155.2055868,368417302.073683,None,57.28,None,64.218,68.853,104.84400177002,None,101.673370361328,None,1996,Fiji
792246.0,390212.0,402034.0,26.266,5.984,None,16.7784,16.74524,14.9508,9.996486,4.778,1970301019.19887,None,-39251007.3477128,338398435.648259,None,58.38,None,64.077,68.771,106.944137573242,None,102.591262817383,None,1995,Fiji
790803.0,389672.0,401132.0,26.588,6.007,None,16.90888,16.99333,15.26554,10.16044,4.696,1825732092.54674,None,-86126526.082131,327139964.142406,None,61.87,None,63.897,68.652,107.997650146484,None,103.019737243652,None,1994,Fiji
789198.0,389048.0,400150.0,27.249,6.055,None,16.95933,17.17185,15.47492,10.29137,4.778,1636101246.9394,None,-54223216.7469313,278337760.049294,None,57.57,None,63.715,68.454,None,None,None,None,1993,Fiji
786859.0,388058.0,398800.0,27.946,6.069,None,17.01852,17.36431,15.71379,10.38067,4.655,1532411208.98387,None,-50033571.9501506,269336373.198107,None,56.23,None,63.583,68.41,107.527076721191,None,105.126792907715,None,1992,Fiji
784832.0,387226.0,397606.0,28.584,6.121,None,17.05602,17.67644,16.02404,10.53913,4.911,1383883718.52673,None,-39646032.0929547,252651557.123325,None,55.46,None,63.349,68.316,108.71053314209,11.7917203903198,None,None,1991,Fiji
780430.0,385178.0,395252.0,29.177,6.159,None,None,None,None,None,None,1337017258.55191,None,-47470865.2910096,240100681.451137,None,57.14,0.0,63.204,68.213,None,None,None,None,1990,Fiji
772704.0,381432.0,391272.0,29.538,6.24,None,None,None,None,None,None,1182660000.0,None,-19365033.7078652,232309213.483147,None,None,None,62.958,68.026,None,5.1431999206543,None,None,1989,Fiji
764370.0,377365.0,387005.0,30.049,6.283,None,None,None,None,None,None,1110009264.06069,None,-15270528.0514593,195712895.689008,None,None,None,62.791,67.98,None,None,None,None,1988,Fiji
754778.0,372652.0,382126.0,30.653,6.37,None,None,None,None,None,None,1177947649.45097,None,-11111474.3774412,246141374.620637,None,None,None,62.593,67.773,104.846672058105,None,None,None,1987,Fiji
742658.0,366714.0,375943.0,30.956,6.361,None,None,None,None,None,None,1290267529.56847,None,-8318902.13597807,244615021.361357,None,None,None,62.349,67.556,103.67015838623,3.0610499382019,95.2021636962891,None,1986,Fiji
727461.0,359255.0,368206.0,32.001,6.409,None,None,None,None,None,None,1141168779.51157,None,-10423524.4011889,186984717.589112,None,None,None,62.275,67.203,102.085113525391,3.13193988800049,93.3862075805664,None,1985,Fiji
306279.0,151485.0,154794.0,None,None,None,None,None,None,None,13.098,None,None,None,None,None,None,None,None,None,None,None,None,None,2022,French Polynesia
304032.0,150255.0,153778.0,12.759,5.376,None,14.89785,2.102676,1.288624,6.941813,13.265,6080359305.28965,None,None,None,None,7.39,None,76.975,82.632,None,None,None,None,2021,French Polynesia
301920.0,149048.0,152872.0,12.924,3.859,None,14.93969,2.124653,1.30069,6.983297,13.67,5731835679.23061,None,None,None,None,8.13,None,79.321,85.834,None,None,None,None,2020,French Polynesia
299717.0,147819.0,151899.0,13.088,3.391,None,14.86102,2.147984,1.276493,6.711166,12.135,6022276207.18983,None,None,None,None,7.67,None,80.704,85.608,None,None,None,None,2019,French Polynesia
297606.0,146645.0,150960.0,13.777,3.31,None,14.95655,2.219075,1.329733,6.822552,12.081,6135116260.64814,None,None,None,None,7.72,None,80.474,85.427,None,None,None,None,2018,French Polynesia
295450.0,145448.0,150002.0,14.015,3.219,None,15.04246,2.291583,1.384564,6.929049,11.975,5833352684.45264,None,None,None,None,8.07,None,80.291,85.29,None,None,None,None,2017,French Polynesia
293541.0,144350.0,149191.0,14.508,3.126,None,15.08807,2.378485,1.448388,7.047696,12.085,5497036486.74487,None,None,None,None,8.08,None,80.142,85.186,None,None,None,None,2016,French Polynesia
291787.0,143309.0,148478.0,15.037,3.037,None,15.21501,2.461735,1.513268,7.169803,12.087,5325846341.7909,None,None,None,None,7.83,None,79.99,85.081,None,None,None,None,2015,French Polynesia
289873.0,142192.0,147681.0,15.58,2.952,None,15.39497,2.530175,1.569473,7.296632,12.14,6151996534.96077,None,None,None,None,7.45,None,79.847,84.952,None,None,None,None,2014,French Polynesia
288032.0,141102.0,146929.0,15.576,2.887,None,15.4895,2.58717,1.617274,7.39231,12.117,6031827089.12531,None,None,None,None,6.49,None,79.647,84.776,None,None,None,None,2013,French Polynesia
286584.0,140215.0,146369.0,16.231,2.848,None,15.6087,2.694979,1.697861,7.497772,12.175,5692858093.84485,None,None,None,None,6.64,None,79.374,84.525,None,None,None,None,2012,French Polynesia
285265.0,139413.0,145852.0,16.605,2.832,None,15.81118,2.789761,1.765347,7.588495,12.276,6203940049.22727,None,None,None,None,6.89,None,79.031,84.203,None,None,None,None,2011,French Polynesia
283788.0,138535.0,145253.0,17.38,2.84,None,15.89307,2.729897,1.739493,7.527006,12.189,6086644790.8086,None,None,None,None,7.47,None,78.632,83.812,None,None,None,None,2010,French Polynesia
282283.0,137643.0,144639.0,17.237,2.842,None,16.25568,2.608637,1.679342,7.650338,12.269,6584557942.40772,None,None,None,None,9.32,None,78.241,83.442,None,None,None,None,2009,French Polynesia
280558.0,136653.0,143906.0,17.606,2.839,None,17.06672,3.386891,2.173234,7.947689,11.91,7136741397.50141,None,None,None,None,9.33,None,77.867,83.077,None,None,None,None,2008,French Polynesia
278178.0,135333.0,142844.0,17.077,2.849,None,17.03281,3.515164,2.266024,7.8721,11.74,6631156410.68504,None,None,None,None,9.76,None,77.564,82.765,None,None,None,None,2007,French Polynesia
274901.0,133606.0,141296.0,17.738,2.791,None,16.96365,3.65323,2.365009,7.799764,11.795,5877997996.95253,None,None,None,None,10.1,None,77.414,82.518,None,None,None,None,2006,French Polynesia
271060.0,131657.0,139403.0,17.492,2.696,None,17.23303,3.541215,2.30629,8.123379,11.757,5705052111.28973,None,None,None,None,7.98,None,77.312,82.39,None,None,None,None,2005,French Polynesia
267132.0,129683.0,137450.0,17.574,2.588,None,17.39239,3.444759,2.257878,8.180525,11.701,5564109988.14744,None,None,None,None,7.71,None,77.264,82.344,None,None,None,None,2004,French Polynesia
